name,type,address
안양남부시장,culture_shopping,경기도 안양시 만안구 안양동 622-378
중앙시장,culture_shopping,경기도 안양시 만안구 안양동 676-44 중앙시장
안양중앙인정시장,culture_shopping,경기도 안양시 만안구 안양동 711-280
양동쌍학시장,culture_shopping,경기도 양평군 양동면 쌍학리 227-3
양수리전통시장(양평양수리시장),culture_shopping,경기도 양평군 양서면 양수리 556-3 한강체육관
양평물맑은시장,culture_shopping,경기도 양평군 양평읍 양근리 166-8 양평시장번영회
용문천년시장,culture_shopping,경기도 양평군 용문면 다문리 307-5
여주한글시장(여주중앙로상점가),culture_shopping,경기도 여주시 하동 268-4
전곡재래시장,culture_shopping,경기도 연천군 전곡읍 전곡리 479-31 경기도상인연합회연천군전곡지부
오색시장,culture_shopping,경기도 오산시 오산동 853-27 수월청과공판장
죽전로데오상점가전통시장,culture_shopping,경기도 용인시 수지구 죽전동 1003-53 죽전유표빌딩
용인중앙시장,culture_shopping,경기도 용인시 처인구 김량장동 137-1
부곡도깨비시장,culture_shopping,경기도 의왕시 삼동 192-554
의정부시장,culture_shopping,경기도 의정부시 의정부동 148-5
의정부제일시장,culture_shopping,경기도 의정부시 의정부동 160 의정부제일시장
의정부청과야채시장,culture_shopping,경기도 의정부시 의정부동 30-8
관고전통시장,culture_shopping,경기도 이천시 관고동 10-13
사기막골도자기시장,culture_shopping,경기도 이천시 사음동 536
장호원전통시장,culture_shopping,경기도 이천시 장호원읍 장호원리 350
광탄시장,culture_shopping,경기도 파주시 광탄면 신산리 222-7
금촌명동로시장,culture_shopping,경기도 파주시 금촌동 323-1 현대서점
금촌전통시장,culture_shopping,경기도 파주시 금촌동 64-19
금촌문화로시장,culture_shopping,경기도 파주시 금촌동 66-4
문산자유시장,culture_shopping,경기도 파주시 문산읍 문산리 10-23
적성전통시장,culture_shopping,경기도 파주시 적성면 마지리 46-8 적성정보통신
봉일천시장,culture_shopping,경기도 파주시 조리읍 봉일천리 168-4 현대25시편의점
서정리시장,culture_shopping,경기도 평택시 서정동 328-8
통복시장,culture_shopping,경기도 평택시 신장동 318-24
중앙시장,culture_shopping,경기도 평택시 신장동 318-24
안중시장,culture_shopping,경기도 평택시 안중읍 안중리 267-1
송탄시장,culture_shopping,경기도 평택시 지산동 745-14
운천전통시장,culture_shopping,경기도 포천시 영북면 운천리 513-15 운천상설시장
일동전통시장,culture_shopping,경기도 포천시 일동면 기산리 94-10
덕풍전통시장,culture_shopping,경기도 하남시 덕풍동 328-12
신장전통시장,culture_shopping,경기도 하남시 신장동 429-1 신장전통재래시장 주차장
남양시장,culture_shopping,경기도 화성시 남양읍 남양리 1165-25
사강시장,culture_shopping,경기도 화성시 송산면 사강리 662-2 사강새마을금고
조암시장,culture_shopping,경기도 화성시 우정읍 조암리 311-9
발안시장,culture_shopping,경기도 화성시 향남읍 평리 81-51
거제읍내시장,culture_shopping,경상남도 거제시 거제면 서상리 325-2 거제종합시장
한라프라자,culture_shopping,경상남도 거제시 고현동 961-153 한라프라자
회원프라자,culture_shopping,경상남도 거제시 고현동 961-59 회원프라자
거제고현시장,culture_shopping,경상남도 거제시 고현동 98-27 고현종합시장
옥수시장,culture_shopping,경상남도 거제시 능포동 633-215 삼진상가
옥수동새시장,culture_shopping,경상남도 거제시 능포동 680-1
옥현상가,culture_shopping,경상남도 거제시 옥포동 1293-1 옥현시장
옥포국제시장,culture_shopping,경상남도 거제시 옥포동 529-1
신부시장,culture_shopping,경상남도 거제시 장승포동 283
장평종합시장,culture_shopping,경상남도 거제시 장평동 56-1 장평종합상가
거창시장,culture_shopping,경상남도 거창군 거창읍 중앙리 122-9 거창시장
고성시장,culture_shopping,경상남도 고성군 고성읍 서외리 1-6 고성시장상가
고성공룡시장,culture_shopping,경상남도 고성군 고성읍 성내리 212-3
영오시장,culture_shopping,경상남도 고성군 영오면 영산리 232-1
배둔시장,culture_shopping,경상남도 고성군 회화면 배둔리 826-14
김해전통시장(김해동상시장),culture_shopping,경상남도 김해시 동상동 877-2
장유전통시장(장유중앙시장),culture_shopping,경상남도 김해시 무계동 189-3
삼방시장,culture_shopping,경상남도 김해시 삼방동 673-9
외동전통시장,culture_shopping,경상남도 김해시 외동 1254-2 네오프라자
진례전통시장,culture_shopping,경상남도 김해시 진례면 초전리 376-5
진영전통시장,culture_shopping,경상남도 김해시 진영읍 진영리 235-16
남면공설시장,culture_shopping,경상남도 남해군 남면 당항리 1381-5
남해전통시장,culture_shopping,경상남도 남해군 남해읍 북변리 246-1
이동공설시장,culture_shopping,경상남도 남해군 이동면 무림리 1140
내일전통시장,culture_shopping,경상남도 밀양시 내일동 174-9
밀양아리랑시장,culture_shopping,경상남도 밀양시 내일동 583-1
무안시장(무안임시시장),culture_shopping,경상남도 밀양시 무안면 무안리 814-9
송백시장,culture_shopping,경상남도 밀양시 산내면 송백리 1319-13
송지시장,culture_shopping,경상남도 밀양시 삼랑진읍 송지리 359-15
수산시장,culture_shopping,경상남도 밀양시 하남읍 수산리 815-18
완사시장,culture_shopping,경상남도 사천시 곤명면 정곡리 842 완사시장
곤양종합시장,culture_shopping,경상남도 사천시 곤양면 남문외리 48-4 곤양종합시장
삼천포종합시장,culture_shopping,경상남도 사천시 동금동 88-4 경남아파트
삼천포용궁수산시장,culture_shopping,경상남도 사천시 동동 485-2 삼천포 용궁수산시장
사천읍시장,culture_shopping,경상남도 사천시 사천읍 정의리 393-8 사천읍시장
삼천포전통수산시장,culture_shopping,경상남도 사천시 서동 311-112
삼천포중앙시장,culture_shopping,경상남도 사천시 선구동 17-5 농협공판장
단성시장,culture_shopping,경상남도 산청군 단성면 성내리 178 단성시장1
산청시장,culture_shopping,경상남도 산청군 산청읍 산청리 250-2 산청시장약초상설매장
생초시장,culture_shopping,경상남도 산청군 생초면 어서리 259-13
덕산시장,culture_shopping,경상남도 산청군 시천면 사리 931-3 덕산시장
단계시장,culture_shopping,경상남도 산청군 신등면 단계리 784 단계시장
덕계종합상설시장,culture_shopping,경상남도 양산시 덕계동 754-1 덕계종합상설시장
양산북부시장,culture_shopping,경상남도 양산시 북부동 148-19 북부시장
서창시장,culture_shopping,경상남도 양산시 삼호동 525 서창시장
석계시장,culture_shopping,경상남도 양산시 상북면 석계리 34-9
양산남부시장상가,culture_shopping,경상남도 양산시 중부동 407-3
양산남부시장,culture_shopping,경상남도 양산시 중부동 423-5 남부시장
신평시장,culture_shopping,경상남도 양산시 하북면 순지리 575 신평시장
신반시장,culture_shopping,경상남도 의령군 부림면 신반리 519-3
의령시장,culture_shopping,경상남도 의령군 의령읍 중동리 386-7 의령전통시장 화장실
진주동성상가,culture_shopping,경상남도 진주시 강남동 219 동성가든타워
금곡시장,culture_shopping,경상남도 진주시 금곡면 두문리 639-1
대곡시장,culture_shopping,경상남도 진주시 대곡면 광석리 321-7
진주중앙시장,culture_shopping,경상남도 진주시 대안동 8-600
문산시장,culture_shopping,경상남도 진주시 문산읍 소문리 112-6
동부종합상가,culture_shopping,경상남도 진주시 상대동 193-1 동부시장
자유시장,culture_shopping,경상남도 진주시 상대동 276-9 자유시장
진주청과시장,culture_shopping,경상남도 진주시 수정동 25-28 서부농협
이현종합상가,culture_shopping,경상남도 진주시 이현동 21-3 이현종합시장
일반성상가(일반성시장),culture_shopping,경상남도 진주시 일반성면 창촌리 92
진주논개시장(장대시장),culture_shopping,경상남도 진주시 장대동 58-8
천전시장,culture_shopping,경상남도 진주시 칠암동 306-1
평거한보하이타운,culture_shopping,경상남도 진주시 평거동 301-1 한보하이타운
남지시장,culture_shopping,경상남도 창녕군 남지읍 남지리 531 남지시장
영산시장,culture_shopping,경상남도 창녕군 영산면 성내리 516-4
이방정기시장,culture_shopping,경상남도 창녕군 이방면 거남리 430-5 이방시장
창녕상설시장,culture_shopping,경상남도 창녕군 창녕읍 술정리 45-1
마산수산시장,culture_shopping,경상남도 창원시 마산합포구 남성동 229-1
정우새어시장,culture_shopping,경상남도 창원시 마산합포구 동성동 313
마산어시장,culture_shopping,경상남도 창원시 마산합포구 동성동 314 어시장유료주차장
신마산반월시장(반월시장),culture_shopping,경상남도 창원시 마산합포구 반월동 84-13
부림시장,culture_shopping,경상남도 창원시 마산합포구 부림동 83-1 변경희피아노
부림상시장,culture_shopping,경상남도 창원시 마산합포구 부림동 83-24
산호시장,culture_shopping,경상남도 창원시 마산합포구 산호동 28-8 한진아파트
북마산중앙시장,culture_shopping,경상남도 창원시 마산합포구 상남동 40-1 북마산중앙시장
기산프라자,culture_shopping,경상남도 창원시 마산합포구 오동동 18-61 기산상가아파트
진동전통시장,culture_shopping,경상남도 창원시 마산합포구 진동면 진동리 264-3
진동시장,culture_shopping,경상남도 창원시 마산합포구 진동면 진동리 359-6 쌍둥이과일집
북마산가구시장,culture_shopping,경상남도 창원시 마산합포구 추산동 7-6
월영대시장,culture_shopping,경상남도 창원시 마산합포구 해운동 14-15 (구)월영동행정복지센터
대동씨코아상가시장,culture_shopping,경상남도 창원시 마산합포구 해운동 37-4 대동씨코아
신마산시장,culture_shopping,경상남도 창원시 마산합포구 해운동 64 신마산시장
구암현대시장,culture_shopping,경상남도 창원시 마산회원구 구암동 18-2 교직원아파트
구암시장,culture_shopping,경상남도 창원시 마산회원구 구암동 87 구암대동타운 주상가
코오롱타운상가,culture_shopping,경상남도 창원시 마산회원구 내서읍 호계리 10 코오롱하늘채1차아파트
서마산시장,culture_shopping,경상남도 창원시 마산회원구 석전동 155-1
역전통합시장,culture_shopping,경상남도 창원시 마산회원구 석전동 226-2 마산역전통합시장
마산역번개시장,culture_shopping,경상남도 창원시 마산회원구 석전동 226-8 가야모텔
석전시장,culture_shopping,경상남도 창원시 마산회원구 석전동 257-1 역전상가
양덕중앙시장,culture_shopping,경상남도 창원시 마산회원구 양덕동 15-1 양덕중앙시장
경민인터빌상가,culture_shopping,경상남도 창원시 마산회원구 양덕동 15-27 경민 인터빌
합성옛길시장,culture_shopping,경상남도 창원시 마산회원구 양덕동 7-1
합성동상가,culture_shopping,경상남도 창원시 마산회원구 합성동 125-3
동마산시장,culture_shopping,경상남도 창원시 마산회원구 합성동 326-1 동마산시장
합성대로상가,culture_shopping,경상남도 창원시 마산회원구 합성동 85-8
회성종합시장,culture_shopping,경상남도 창원시 마산회원구 회성동 450-2 회성종합시장
가음정대상가,culture_shopping,경상남도 창원시 성산구 가음동 21-20 가음시장대상가
가음정시장,culture_shopping,경상남도 창원시 성산구 가음동 21-3
성원3차상가,culture_shopping,경상남도 창원시 성산구 대방동 355 성원3차아파트상가
대방덕산1차상가,culture_shopping,경상남도 창원시 성산구 대방동 356 대방덕산타운
대동훼미리코아상가,culture_shopping,경상남도 창원시 성산구 대방동 358 대방대동아파트
반송시장,culture_shopping,경상남도 창원시 성산구 반림동 17-13 공단인테리어총판
대동그린코아상가,culture_shopping,경상남도 창원시 성산구 반지동 23 반송대동아파트
사파동성종합상가,culture_shopping,경상남도 창원시 성산구 사파동 93 사파동성아파트
상남시장,culture_shopping,경상남도 창원시 성산구 상남동 16 상남재래시장
성원그랜드쇼핑상가,culture_shopping,경상남도 창원시 성산구 상남동 45-1 성원아파트 성원종합상가
창원코아상가,culture_shopping,경상남도 창원시 성산구 상남동 73-4 창원코아상가
경창상가,culture_shopping,경상남도 창원시 성산구 상남동 73-5 경창종합상가
토월복합상가시장,culture_shopping,경상남도 창원시 성산구 신월동 68-1 토월복합상가
유신종합상가,culture_shopping,경상남도 창원시 성산구 신촌동 15-6 유신종합상가
양곡종합상가,culture_shopping,경상남도 창원시 성산구 신촌동 33-2 양곡상가아파트
롯데종합상가,culture_shopping,경상남도 창원시 성산구 용호동 63 롯데아파트
중앙시장(창원중앙시장),culture_shopping,경상남도 창원시 성산구 중앙동 8-10
동성올림픽타운,culture_shopping,경상남도 창원시 성산구 중앙동 97-2 동성올림픽타운
창원캔버라상가,culture_shopping,경상남도 창원시 성산구 중앙동 97-6 캔버라호텔
덕산그린피아상가,culture_shopping,경상남도 창원시 성산구 중앙동 98-6 덕산그린피아
창원도계부부시장,culture_shopping,경상남도 창원시 의창구 도계동 400-1
명서시장,culture_shopping,경상남도 창원시 의창구 명서동 48-10
명곡종합상가,culture_shopping,경상남도 창원시 의창구 명서동 75-16 명곡종합상가
봉곡민속체험시장(봉곡시장),culture_shopping,경상남도 창원시 의창구 봉곡동 145-1
봉곡프라자상가,culture_shopping,경상남도 창원시 의창구 봉곡동 61-10 봉곡프라자
지귀시장,culture_shopping,경상남도 창원시 의창구 봉곡동 80-14
소답시장,culture_shopping,경상남도 창원시 의창구 북동 247-9
북동공설시장,culture_shopping,경상남도 창원시 의창구 북동 249-1 창원공설시장
소계옛길시장,culture_shopping,경상남도 창원시 의창구 소계동 723-3
소계시장,culture_shopping,경상남도 창원시 의창구 소계동 724-4 소계시장
대동중앙상가,culture_shopping,경상남도 창원시 의창구 팔용동 124-3 대동차룡아파트 상가
창원기계공구상가,culture_shopping,경상남도 창원시 의창구 팔용동 16-1 창원기계공구상가
진해중부시장,culture_shopping,경상남도 창원시 진해구 경화동 1164-1 중부상가아파트
경화시장,culture_shopping,경상남도 창원시 진해구 경화동 726
마천시장,culture_shopping,경상남도 창원시 진해구 마천동 131-22 슈바우애견샵
